date,prueba_de_produccion_petróleo_a_24_horas_bbld,prueba_de_producción_gas_a_24_horas_mcfd,bsw_pct,gravedad_api_del_petroleo,salinidad_ppm_pu,presion_de_intake_psi,frecuencia_bomba_hz,amperaje_bomba_amp,presion_de_tubing_psi,presion_de_casing_psi,temperatura_de_la_bomba_deg_f,etapas_de_la_bomba,delta_1,slope_7,slope_14,ratio14,pred_evento
2022-01-07,174.0,50.29,2.25,19.1,21800.0,210.0,54.0,18.5,240.0,30.0,250.0,561.0,8.0,-7.07,0.92,0.05,0
2022-01-13,203.0,58.67,1.93,19.1,21800.0,262.0,52.0,17.0,100.0,,247.0,561.0,29.0,-4.93,1.41,0.1,0
2022-01-22,204.0,58.96,1.92,19.1,21800.0,262.0,52.0,17.0,100.0,,253.0,561.0,1.0,1.07,0.56,0.39,2
2022-01-27,204.0,58.96,1.92,19.1,21800.0,254.0,52.0,17.0,100.0,,250.0,561.0,0.0,2.89,0.84,0.08,0
2022-02-03,204.0,58.96,1.92,19.1,21800.0,241.0,52.0,17.0,100.0,,249.0,561.0,0.0,4.86,1.12,0.07,0
2022-02-06,166.0,47.97,1.77,19.1,21800.0,263.0,56.0,15.0,300.0,,255.0,561.0,-39.0,2.07,0.29,-0.14,0
2022-02-15,204.0,59.53,1.92,19.1,21800.0,248.0,52.0,17.0,100.0,,250.0,561.0,39.0,0.5,-0.89,0.41,2
2022-02-24,206.0,59.53,1.9,19.1,21800.0,256.0,52.0,16.7,100.0,,267.0,561.0,2.0,-1.07,-0.37,0.02,0
2022-03-01,194.0,56.07,2.02,19.1,21800.0,249.0,52.0,17.0,100.0,,248.0,561.0,-12.0,-0.93,-0.27,-0.03,0
2022-03-05,169.0,48.84,1.74,19.1,21800.0,246.0,56.0,16.0,340.0,,254.0,561.0,-26.0,-3.11,-0.0,-0.26,0
2022-03-07,174.0,50.29,2.25,19.1,21800.0,210.0,54.0,18.5,240.0,30.0,250.0,561.0,6.0,-3.36,-0.46,-0.09,0
2022-03-08,176.0,50.86,2.22,19.1,21800.0,230.0,54.0,18.0,270.0,30.0,254.0,561.0,2.0,-2.32,-0.64,-0.1,0
2022-03-15,204.0,58.96,1.92,19.1,21800.0,240.0,55.0,18.0,540.0,,254.0,561.0,28.0,-2.86,-0.0,0.05,0
2022-03-19,204.0,58.96,1.92,19.1,21800.0,238.0,55.0,18.0,510.0,,254.0,561.0,0.0,0.79,-0.33,0.22,2
2022-03-25,206.0,59.53,1.9,19.1,21800.0,227.0,55.0,18.3,410.0,,253.0,561.0,2.0,4.93,-0.51,0.18,0
2022-03-31,204.0,58.96,1.92,19.1,21800.0,225.0,55.0,18.0,410.0,,252.0,561.0,-2.0,7.14,0.07,0.0,0
2022-04-17,201.0,58.09,1.95,19.1,21800.0,240.0,55.0,18.0,150.0,,253.0,561.0,-3.0,4.96,0.6,-0.01,0
2022-05-02,204.0,58.96,1.92,19.1,21800.0,256.0,52.0,17.0,100.0,,252.0,561.0,3.0,2.79,1.22,0.0,0
2022-05-13,171.0,49.42,2.29,19.1,21800.0,261.0,56.0,16.0,300.0,,255.0,561.0,-33.0,-3.71,0.9,-0.16,0
2022-05-30,171.0,49.42,2.29,19.1,21800.0,261.0,56.0,16.0,300.0,,255.0,561.0,0.0,-6.04,-0.56,0.04,0
2022-06-01,203.0,58.67,1.93,19.1,21800.0,293.0,52.0,17.0,100.0,,246.0,561.0,32.0,-3.75,0.16,-0.0,0
2022-06-11,151.0,43.64,1.95,19.1,21800.0,280.0,56.0,14.0,330.0,30.0,257.0,561.0,-53.0,-6.82,-0.57,-0.27,0
2022-06-15,174.0,50.29,2.25,19.1,21800.0,210.0,54.0,18.5,240.0,30.0,250.0,561.0,24.0,-5.61,-0.76,-0.1,0
2022-07-04,201.0,58.09,1.95,19.1,21800.0,240.0,55.0,18.0,150.0,,253.0,561.0,27.0,-0.86,-0.96,0.19,0
2022-07-05,167.0,48.26,1.76,19.1,21800.0,251.0,56.0,16.0,300.0,,253.0,561.0,-35.0,0.57,-2.09,-0.04,0
2022-07-06,171.0,49.42,1.72,19.1,21800.0,239.0,56.0,17.0,210.0,,252.0,561.0,4.0,-0.93,-3.02,-0.03,0
2022-07-07,180.0,50.02,2.17,19.1,21800.0,237.0,54.0,18.5,390.0,30.0,253.0,561.0,10.0,-1.32,-2.71,-0.12,0
2022-07-12,150.0,43.35,1.96,19.1,21800.0,283.0,56.0,14.0,290.0,30.0,259.0,561.0,-31.0,-0.79,-3.17,-0.26,0
2022-07-23,180.0,52.02,2.17,19.1,21800.0,231.0,54.0,18.0,380.0,30.0,253.0,561.0,31.0,-2.57,-2.45,-0.12,0
2022-08-02,204.0,58.96,1.92,19.1,21800.0,249.0,52.0,17.0,100.0,,249.0,561.0,24.0,0.57,-0.99,0.0,0
2022-08-07,182.0,52.6,2.15,19.1,21800.0,234.0,54.0,18.0,390.0,30.0,253.0,561.0,-22.0,4.14,-0.26,-0.09,0
2022-08-15,176.0,50.86,2.22,19.1,21800.0,230.0,54.0,18.0,270.0,30.0,254.0,561.0,-6.0,2.75,0.49,-0.13,0
2022-08-25,162.0,46.82,1.82,19.1,21800.0,280.0,56.0,15.8,490.0,30.0,257.0,561.0,-15.0,-0.04,-0.16,-0.06,0
2022-09-30,162.0,46.82,1.82,19.1,21800.0,280.0,56.0,15.8,490.0,30.0,257.0,561.0,0.0,-1.07,-0.77,-0.06,0
2022-10-02,206.0,59.53,1.9,19.1,21800.0,252.0,52.0,17.0,100.0,,249.0,561.0,45.0,-1.04,1.01,0.01,0
2022-10-06,175.0,50.58,2.23,19.1,21800.0,203.0,56.0,17.0,270.0,30.0,270.0,561.0,-31.0,-1.93,0.14,0.16,0
2022-10-14,158.0,45.66,1.86,19.1,21800.0,285.0,56.0,14.7,330.0,30.0,259.0,561.0,-18.0,-1.14,-0.56,-0.1,0
2022-10-20,155.0,44.8,1.9,19.1,21800.0,285.0,56.0,14.0,330.0,30.0,257.0,561.0,-3.0,-2.14,-0.38,-0.23,0
2022-10-21,155.0,44.8,1.9,19.1,21800.0,285.0,56.0,14.0,330.0,30.0,257.0,561.0,0.0,-3.0,-1.15,-0.07,0
2022-10-22,151.0,43.64,1.95,19.1,21800.0,280.0,56.0,14.0,330.0,30.0,257.0,561.0,-4.0,-5.64,-1.85,-0.11,0
2022-11-25,150.0,43.35,1.96,19.1,21800.0,283.0,56.0,14.0,290.0,30.0,259.0,561.0,-1.0,-8.0,-2.16,-0.17,0
2022-12-03,204.0,58.96,1.92,19.1,21800.0,258.0,55.0,18.0,550.0,,255.0,561.0,55.0,2.39,-1.79,0.36,2
2022-12-07,180.0,52.02,2.17,19.1,21800.0,231.0,54.0,18.0,380.0,30.0,253.0,561.0,-24.0,5.86,-1.32,0.0,0
2022-12-09,162.0,46.82,1.82,19.1,21800.0,280.0,56.0,15.8,490.0,30.0,257.0,561.0,-19.0,4.54,-0.6,-0.21,0
2022-12-21,150.0,43.35,1.96,19.1,21800.0,283.0,56.0,14.0,290.0,30.0,259.0,561.0,-12.0,1.36,-0.76,-0.18,0
2022-12-30,146.0,42.19,2.01,19.1,21800.0,283.0,56.0,15.0,330.0,30.0,259.0,561.0,-4.0,-2.07,-1.09,-0.17,0
2023-01-07,122.0,35.26,2.4,19.1,21800.0,201.0,56.0,19.2,460.0,30.0,253.0,561.0,-24.0,-8.32,-2.46,-0.24,0
2023-01-15,146.0,42.19,2.01,19.1,21800.0,283.0,56.0,15.0,330.0,30.0,259.0,561.0,24.0,-11.11,-2.97,-0.1,0
2023-01-29,146.0,42.19,2.01,19.1,21800.0,283.0,56.0,15.0,330.0,30.0,259.0,561.0,0.0,-5.89,-1.92,-0.29,0
2023-02-11,151.0,43.64,1.95,19.1,21800.0,311.0,57.0,18.0,240.0,30.0,237.0,561.0,5.0,-1.46,-1.49,-0.14,0
2023-02-19,141.0,40.75,2.08,19.1,21800.0,279.0,56.0,15.0,330.0,30.0,259.0,561.0,-10.0,0.25,-1.83,-0.11,0
2023-03-04,105.0,30.35,1.87,19.1,21800.0,269.0,56.0,14.0,300.0,30.0,261.0,561.0,-37.0,-2.96,-3.24,-0.32,0
2023-03-06,115.0,33.24,1.71,19.1,21800.0,167.0,56.0,19.0,540.0,30.0,252.0,561.0,10.0,-4.04,-4.15,-0.26,0
2023-03-09,138.0,39.88,2.13,19.1,21800.0,232.0,56.0,19.0,240.0,30.0,286.0,561.0,24.0,-4.82,-4.33,-0.08,0
2023-03-20,130.0,37.57,2.26,19.1,21800.0,274.0,56.0,14.0,300.0,30.0,260.0,561.0,-8.0,-3.61,-4.7,-0.13,0
2023-03-24,129.0,37.28,2.27,19.1,21800.0,274.0,56.0,14.0,300.0,30.0,262.0,561.0,-1.0,-1.93,-3.21,-0.37,0
2023-04-05,102.0,29.48,1.92,19.1,21800.0,245.0,56.0,14.0,300.0,30.0,259.0,561.0,-28.0,-1.93,-2.97,-0.43,0
2023-04-10,150.0,43.35,1.96,19.1,21800.0,266.0,56.0,18.0,250.0,30.0,249.0,561.0,49.0,3.68,-1.61,-0.07,0
2023-04-16,106.0,30.63,1.85,19.1,21800.0,262.0,56.0,14.0,300.0,30.0,262.0,561.0,-45.0,-1.14,-1.87,-0.29,0
2023-04-22,102.0,29.48,1.92,19.1,21800.0,244.0,56.0,14.0,300.0,30.0,261.0,561.0,-4.0,-5.0,-2.19,-0.3,0
2023-05-18,102.0,29.48,1.92,19.1,21800.0,168.0,56.0,14.0,320.0,30.0,250.0,561.0,0.0,-4.96,-3.1,-0.17,0
2023-05-20,102.0,29.48,1.92,19.1,21800.0,163.0,56.0,19.0,390.0,30.0,252.0,561.0,0.0,-4.75,-3.12,-0.3,0
2023-05-29,108.0,31.21,1.82,19.1,21800.0,159.0,56.0,19.2,520.0,30.0,253.0,561.0,6.0,-3.0,-2.78,-0.26,0
2023-06-11,153.0,44.22,1.92,19.1,21800.0,311.0,57.0,18.0,240.0,30.0,237.0,561.0,46.0,0.46,-0.78,0.01,0
2023-06-17,121.0,34.97,1.63,19.1,21800.0,176.0,56.0,19.4,500.0,30.0,253.0,561.0,-33.0,5.54,-0.07,-0.15,0
2023-06-24,122.0,35.26,2.4,19.1,21800.0,186.0,56.0,19.2,460.0,30.0,257.0,561.0,2.0,5.46,-0.42,0.17,0
2023-07-03,141.0,40.75,2.08,19.1,21800.0,279.0,56.0,15.0,330.0,30.0,259.0,561.0,19.0,6.25,0.02,0.23,2
2023-07-06,117.0,33.81,1.68,19.1,21800.0,160.0,56.0,19.7,540.0,30.0,251.0,561.0,-25.0,2.93,0.41,-0.16,0
2023-07-08,135.0,39.07,2.17,19.1,21800.0,221.0,56.0,19.0,220.0,30.0,247.0,561.0,19.0,1.11,1.18,0.04,0
2023-07-14,127.0,36.7,2.31,19.1,21800.0,218.0,56.0,19.0,460.0,30.0,252.0,561.0,-8.0,-1.93,1.67,-0.02,0
2023-07-22,128.0,36.99,2.29,19.1,21800.0,218.0,56.0,18.0,480.0,30.0,252.0,561.0,1.0,1.0,1.27,0.26,2
2023-07-27,130.0,37.57,2.26,19.1,21800.0,231.0,56.0,19.0,220.0,30.0,262.0,561.0,2.0,0.32,2.43,-0.13,0
2023-08-04,102.0,29.48,1.92,19.1,21800.0,267.0,56.0,14.0,300.0,30.0,261.0,561.0,-29.0,-3.54,1.36,-0.04,0
2023-08-09,140.0,40.46,2.1,19.1,21800.0,240.0,56.0,18.0,250.0,30.0,259.0,561.0,39.0,0.25,1.29,0.38,2
2023-08-27,133.0,38.44,2.21,19.1,21800.0,235.0,56.0,19.0,230.0,30.0,255.0,561.0,-7.0,-0.25,0.85,0.31,1
2023-09-03,136.0,39.3,2.16,19.1,21800.0,274.0,56.0,14.0,330.0,30.0,261.0,561.0,3.0,1.68,0.36,0.34,2
2023-09-07,124.0,35.84,2.36,19.1,21800.0,179.0,56.0,19.2,460.0,30.0,253.0,561.0,-12.0,1.14,-0.44,0.15,0
2023-09-16,140.0,40.46,2.1,19.1,21800.0,246.0,56.0,18.0,240.0,30.0,259.0,561.0,16.0,2.57,0.67,-0.08,0
2023-09-22,141.0,40.75,2.08,19.1,21800.0,248.0,56.0,18.0,248.0,30.0,262.0,561.0,1.0,3.96,0.77,0.17,0
2023-09-29,149.0,43.06,1.97,19.1,21800.0,252.0,56.0,18.0,240.0,30.0,261.0,561.0,8.0,1.68,1.08,0.22,0
2023-10-04,104.0,30.06,1.89,19.1,21800.0,258.0,56.0,14.0,300.0,30.0,262.0,561.0,-46.0,-1.68,0.58,-0.26,0
2023-10-05,104.0,30.06,1.89,19.1,21800.0,244.0,56.0,14.0,300.0,30.0,258.0,561.0,0.0,-4.71,-0.58,-0.11,0
2023-10-08,131.0,37.86,2.24,19.1,21800.0,222.0,56.0,19.0,220.0,30.0,246.0,561.0,28.0,-3.25,-0.25,-0.03,0
2023-10-18,146.0,42.19,2.01,19.1,21800.0,280.0,56.0,18.0,250.0,30.0,250.0,561.0,15.0,-1.71,0.25,0.15,0
2023-10-22,147.0,42.48,2.0,19.1,21800.0,302.0,56.0,18.0,250.0,30.0,241.0,561.0,1.0,1.43,0.74,0.15,0
2023-10-25,149.0,43.06,1.97,19.1,21800.0,290.0,56.0,18.0,250.0,30.0,241.0,561.0,2.0,4.68,1.26,0.14,0
2023-11-16,155.0,44.8,1.9,19.1,21800.0,338.0,57.0,18.5,240.0,30.0,236.0,561.0,6.0,9.43,0.92,0.52,0
2023-11-29,161.0,46.53,1.83,19.1,21800.0,366.0,57.0,18.5,240.0,30.0,238.0,561.0,6.0,8.04,1.8,0.15,0
2023-12-02,146.0,42.19,2.01,19.1,21800.0,283.0,56.0,15.0,330.0,30.0,259.0,561.0,-15.0,2.96,1.92,0.1,0
2023-12-06,119.0,34.39,1.65,19.1,21800.0,169.0,56.0,19.0,540.0,30.0,254.0,561.0,-28.0,-2.64,1.29,-0.13,0
2023-12-08,133.0,38.44,2.21,19.1,21800.0,221.0,56.0,18.0,230.0,30.0,247.0,561.0,15.0,-4.04,0.77,0.07,0
2023-12-11,155.0,44.8,1.9,19.1,21800.0,331.0,57.0,18.5,230.0,30.0,236.0,561.0,22.0,-2.46,1.36,0.1,0
2023-12-15,166.0,47.97,1.77,19.1,21800.0,412.0,57.0,18.0,240.0,30.0,238.0,561.0,11.0,0.29,2.24,0.17,0
2023-12-19,168.0,48.55,1.75,19.1,21800.0,426.0,57.0,18.0,240.0,30.0,239.0,561.0,2.0,3.5,3.33,0.12,0
2023-12-22,188.0,54.33,2.08,19.1,21800.0,426.0,58.0,18.0,240.0,30.0,238.0,561.0,21.0,9.36,3.42,0.81,0
2024-01-25,299.0,86.41,1.97,19.1,21800.0,505.0,62.0,23.9,250.0,30.0,250.0,561.0,113.0,24.18,6.36,1.88,2
2024-02-08,192.0,55.49,40.0,19.1,33000.0,314.0,56.0,46.0,185.0,30.0,252.0,423.0,15.0,31.04,9.77,1.39,2
2024-02-10,211.0,60.98,47.9,19.1,28500.0,474.0,59.0,56.0,140.0,,249.0,423.0,85.0,42.04,15.29,1.72,2
2024-02-20,299.0,86.41,1.97,19.1,33000.0,505.0,62.0,23.9,250.0,30.0,250.0,561.0,-100.0,35.86,16.86,1.03,2
2024-03-01,250.0,72.25,1.96,19.1,21800.0,440.0,60.0,20.4,290.0,30.0,239.0,561.0,-50.0,20.64,16.39,0.68,2
2024-03-02,302.0,87.28,1.95,19.1,21800.0,537.0,62.0,24.0,250.0,30.0,248.0,561.0,53.0,8.32,17.18,0.95,2
2024-03-09,202.0,58.38,48.07,19.1,33000.0,409.0,58.0,52.0,200.0,30.0,247.0,423.0,81.0,2.79,19.82,1.37,0
2024-03-11,265.0,76.58,48.04,19.1,28500.0,228.0,59.0,49.5,170.0,,240.0,423.0,121.0,19.32,24.43,2.42,2
2024-03-19,299.0,86.41,1.97,19.1,33000.0,432.0,63.0,27.8,250.0,30.0,248.0,561.0,-205.0,8.71,20.68,1.52,2
2024-04-03,299.0,86.41,1.97,19.1,33000.0,505.0,62.0,23.9,250.0,30.0,250.0,561.0,0.0,10.79,16.61,1.24,2
2024-04-04,115.0,33.0,69.89,19.1,33000.0,560.0,48.0,36.0,230.0,30.0,242.0,423.0,77.0,10.39,14.72,1.42,0
2024-04-08,184.0,53.17,47.87,19.1,33000.0,301.0,57.0,48.8,230.0,30.0,249.0,423.0,-29.0,-3.0,11.39,1.09,1
2024-04-09,206.0,59.53,48.11,19.1,33000.0,422.0,58.0,52.0,200.0,30.0,247.0,423.0,44.0,-7.61,8.56,1.32,0
2024-04-16,311.0,89.88,40.08,19.1,33000.0,322.0,54.2,46.6,410.0,30.0,240.0,423.0,122.0,9.25,8.93,1.7,2
2024-04-22,510.0,147.0,1.92,19.1,33000.0,290.0,55.0,47.0,390.0,30.0,240.0,423.0,1.0,38.86,11.61,0.7,2
2024-05-04,184.0,53.0,50.0,19.1,33000.0,560.0,48.0,36.0,230.0,30.0,242.0,423.0,-152.0,22.54,9.49,0.15,0
2024-05-07,257.0,74.27,39.95,19.1,33000.0,288.0,56.0,46.0,240.0,30.0,243.0,423.0,60.0,10.39,11.68,0.06,0
2024-05-08,185.0,53.47,47.89,19.1,33000.0,301.0,57.0,48.8,230.0,30.0,249.0,423.0,-73.0,-2.96,8.39,0.16,0
2024-05-10,216.0,62.42,47.95,19.1,28500.0,475.0,59.0,56.0,140.0,,248.0,423.0,60.0,-13.07,4.95,0.63,2
2024-05-13,275.0,79.48,40.09,19.1,33000.0,304.0,55.0,46.0,320.0,30.0,242.0,423.0,44.0,-14.39,3.8,0.49,2
2024-05-17,272.0,78.61,40.09,19.1,33000.0,284.0,56.0,48.5,350.0,30.0,242.0,423.0,-5.0,-1.04,4.52,0.17,0
2024-05-19,269.0,77.74,39.95,19.1,33000.0,284.0,56.0,47.0,290.0,30.0,242.0,423.0,-6.0,14.14,8.77,-0.12,0
2024-05-26,263.0,76.01,39.95,19.1,33000.0,293.0,56.0,47.0,290.0,30.0,242.0,423.0,-10.0,9.11,6.25,0.44,2
2024-05-31,257.0,74.27,39.95,19.1,33000.0,288.0,56.0,46.0,240.0,30.0,243.0,423.0,-10.0,9.07,2.86,0.4,0
2024-06-04,175.0,50.58,50.0,19.1,33000.0,,49.0,38.0,240.0,30.0,243.0,423.0,-78.0,-9.75,-0.76,-0.08,0
2024-06-05,506.0,146.2,1.94,19.1,33000.0,312.0,55.0,46.0,320.0,30.0,242.0,423.0,166.0,-2.04,-0.46,0.46,2
2024-06-08,190.0,54.91,48.09,19.1,33000.0,301.0,57.0,48.0,230.0,30.0,250.0,423.0,-150.0,-7.71,-3.71,-0.08,1
2024-06-11,265.0,76.58,48.04,19.1,28500.0,219.0,59.0,50.0,170.0,,240.0,423.0,144.0,4.64,1.32,-0.02,2
2024-06-14,257.0,74.27,39.95,19.1,33000.0,288.0,56.0,46.0,240.0,30.0,243.0,423.0,-82.0,5.36,4.08,-0.18,0
2024-07-01,297.0,85.83,1.98,19.1,21800.0,458.0,62.0,22.0,290.0,30.0,239.0,561.0,-125.0,-8.04,-1.35,-0.18,1
2024-07-04,178.0,51.44,50.14,19.1,33000.0,,49.0,38.0,250.0,30.0,237.0,423.0,54.0,-12.25,-2.96,-0.17,0
2024-07-05,501.0,144.8,1.96,19.1,33000.0,312.0,55.0,47.0,325.0,30.0,242.0,423.0,154.0,-8.57,-2.27,0.44,2
2024-07-20,257.0,74.27,39.95,19.1,33000.0,288.0,56.0,46.0,240.0,30.0,243.0,423.0,-83.0,4.18,-2.66,0.03,0
2024-07-31,191.0,55.2,39.94,19.1,33000.0,248.0,56.0,47.0,210.0,30.0,248.0,423.0,-110.0,-13.14,-4.8,-0.31,1
2024-08-01,299.0,86.41,1.97,19.1,21800.0,459.0,62.0,22.0,310.0,30.0,239.0,561.0,-13.0,-9.57,-6.85,-0.33,0
2024-08-04,178.0,51.44,50.14,19.1,33000.0,479.0,49.0,38.0,250.0,30.0,238.0,423.0,52.0,-4.82,-6.96,-0.2,0
2024-08-17,191.0,55.2,48.1,19.1,33000.0,344.0,57.0,50.0,190.0,30.0,243.0,423.0,11.0,-14.21,-6.69,-0.16,0
2024-08-21,194.0,56.07,48.13,19.1,33000.0,367.0,57.0,50.0,180.0,30.0,245.0,423.0,6.0,-17.57,-6.27,-0.13,0
2024-08-24,198.0,57.22,47.89,19.1,33000.0,316.0,57.0,50.0,200.0,30.0,241.0,423.0,6.0,1.11,-8.01,0.09,0
2024-08-28,199.0,57.51,47.91,19.1,33000.0,413.0,57.0,50.0,180.0,30.0,246.0,423.0,2.0,12.82,-4.35,-0.26,0
2024-09-08,187.0,54.04,48.06,19.1,33000.0,325.0,57.0,48.0,220.0,30.0,253.0,423.0,-22.0,8.11,-5.68,-0.02,0
2024-09-21,205.0,59.25,48.1,19.1,33000.0,489.0,58.0,52.0,200.0,,247.0,423.0,35.0,3.79,-1.24,-0.23,0
2024-09-25,206.0,59.53,48.11,19.1,33000.0,495.0,58.0,54.0,140.0,,247.0,423.0,2.0,3.89,1.07,-0.07,0
2024-09-29,210.0,60.69,47.89,19.1,33000.0,493.0,58.0,53.0,130.0,,247.0,423.0,6.0,4.79,-0.44,0.33,2
2024-10-11,204.0,58.96,60.0,19.1,28500.0,219.0,59.0,50.0,170.0,,240.0,423.0,107.0,16.75,2.45,0.43,2
2024-10-26,214.0,61.85,47.93,19.1,28500.0,292.0,59.0,49.5,170.0,,240.0,423.0,-99.0,14.11,6.92,-0.2,1
2024-11-05,353.0,102.0,23.92,19.1,33000.0,292.0,55.0,46.0,344.0,30.0,241.0,423.0,53.0,16.32,10.6,0.08,0
2024-11-08,188.0,54.33,48.07,19.1,33000.0,325.0,57.0,48.0,220.0,30.0,255.0,423.0,-102.0,1.54,7.59,0.14,1
2024-11-18,218.0,63.0,60.0,19.1,28500.0,238.0,58.2,48.0,200.0,,238.0,423.0,183.0,11.29,9.18,0.79,2
2024-11-22,221.0,63.87,60.04,19.1,28500.0,238.0,57.6,48.4,185.0,,238.0,423.0,8.0,16.82,11.66,0.55,0
2024-11-28,222.0,64.16,59.93,19.1,28500.0,241.0,57.0,47.2,170.0,,237.0,423.0,1.0,17.75,13.67,0.51,0
2024-11-30,220.0,64.16,59.93,19.1,28500.0,291.0,55.0,55.0,170.0,,243.0,423.0,-5.0,28.04,14.91,0.47,0
2024-12-04,234.0,68.0,40.0,19.1,33000.0,560.0,48.0,36.0,230.0,30.0,242.0,423.0,-159.0,5.75,11.04,0.03,0
2024-12-05,278.0,80.34,40.09,19.1,33000.0,292.0,55.0,46.0,344.0,30.0,241.0,423.0,74.0,-0.29,9.31,0.21,2
2024-12-14,220.0,63.58,59.93,19.1,28500.0,244.0,59.5,49.0,170.0,,243.0,423.0,85.0,-11.79,8.92,0.52,0
2024-12-28,220.0,63.58,59.93,19.1,28500.0,244.0,59.5,49.0,170.0,,243.0,423.0,0.0,-3.82,8.86,0.39,0
2024-12-29,223.0,64.45,60.04,19.1,28500.0,317.0,59.5,50.0,250.0,,242.0,423.0,9.0,6.11,8.44,0.41,0
2025-01-09,122.0,35.26,87.96,18.1,9200.0,555.0,60.0,34.7,150.0,,227.0,370.0,455.0,64.75,20.51,1.51,2
2025-01-10,132.0,38.15,88.0,18.1,9200.0,220.0,63.0,37.8,200.0,,226.0,370.0,87.0,115.61,35.91,1.16,2
2025-01-15,224.0,64.74,60.07,19.1,22500.0,315.0,59.5,51.0,230.0,,244.0,423.0,-539.0,66.32,30.05,0.36,0
2025-01-19,228.0,65.89,59.93,19.1,22500.0,325.0,59.5,50.7,220.0,,243.0,423.0,8.0,22.36,25.52,0.23,0
2025-01-25,234.0,67.63,59.93,19.1,22500.0,341.0,59.5,50.0,220.0,,244.0,423.0,15.0,-11.61,17.58,0.61,0
2025-01-31,240.0,69.36,60.0,19.1,22500.0,350.0,59.5,50.0,220.0,,244.0,423.0,16.0,-45.11,15.16,0.1,0
2025-02-04,204.0,58.96,72.05,18.1,22500.0,427.0,60.5,52.0,223.0,,250.0,423.0,130.0,-65.21,16.48,0.32,2
2025-02-07,267.0,77.16,74.0,18.1,9200.0,276.0,60.0,34.0,150.0,,228.0,370.0,297.0,5.36,25.54,0.85,0
2025-02-22,290.0,83.81,60.0,19.1,22500.0,367.0,60.5,52.0,230.0,,243.0,423.0,-302.0,55.5,23.72,0.32,2
2025-02-23,203.0,59.0,72.0,19.1,22500.0,367.0,60.5,52.0,230.0,,243.0,423.0,0.0,42.04,15.89,0.86,2
2025-02-25,201.0,58.09,71.97,19.1,22500.0,367.0,60.5,52.0,230.0,,243.0,423.0,-8.0,23.0,8.8,0.55,0
2025-02-27,207.0,59.82,72.03,19.1,22500.0,370.0,60.5,52.0,220.0,,244.0,423.0,23.0,3.29,4.05,0.35,2
2025-03-06,267.0,77.16,74.03,18.1,9200.0,500.0,60.0,34.0,280.0,,228.0,370.0,288.0,11.14,6.7,0.87,0
2025-03-23,201.0,58.09,71.97,19.1,22500.0,407.0,60.5,52.0,220.0,,245.0,423.0,-311.0,-11.04,-1.35,0.28,0
2025-03-29,201.0,58.09,71.97,18.1,22500.0,417.0,60.5,52.0,223.0,,250.0,423.0,0.0,9.68,4.9,-0.29,0
2025-04-02,246.0,71.09,60.06,19.1,22500.0,359.0,59.5,50.0,220.0,,244.0,423.0,-101.0,-12.5,12.43,-0.44,0
2025-04-09,121.0,34.97,88.0,18.1,9200.0,542.0,60.0,34.7,150.0,,227.0,370.0,392.0,11.21,15.52,0.8,2
2025-04-19,202.0,58.38,71.98,18.1,9200.0,494.0,60.5,52.0,220.0,,250.0,423.0,-287.0,-7.07,8.71,0.27,1
2025-05-02,252.0,72.83,60.06,19.1,22500.0,360.0,59.5,51.0,220.0,,244.0,423.0,-90.0,-31.86,-0.84,0.08,0
2025-05-04,204.0,58.96,72.05,18.1,9200.0,427.0,60.5,52.0,223.0,,250.0,423.0,99.0,-1.0,-7.24,0.22,2
2025-05-18,42.0,12.14,94.01,18.1,9200.0,1285.0,46.0,24.0,170.0,,248.0,423.0,-29.0,-7.04,-10.76,-0.04,0
2025-05-27,244.0,70.52,76.03,18.1,9200.0,391.0,60.0,34.0,300.0,,228.0,370.0,317.0,21.46,4.69,-0.01,2
2025-05-28,267.0,77.17,74.0,18.1,9200.0,374.0,60.0,34.0,300.0,,228.0,370.0,9.0,25.75,10.49,0.42,0
2025-06-01,220.0,64.16,60.22,19.1,22500.0,344.0,59.5,50.0,250.0,,244.0,423.0,-474.0,20.57,1.42,-0.24,0
2025-06-27,268.0,77.45,74.03,18.1,9200.0,287.0,60.0,34.0,150.0,,226.0,370.0,479.0,41.96,6.53,0.44,0
2025-07-27,267.0,77.16,74.0,18.1,9200.0,276.0,60.0,,150.0,,,370.0,-5.0,38.86,10.86,0.39,0
2025-07-30,268.0,77.45,74.03,18.1,9200.0,381.0,60.0,35.0,150.0,,228.0,370.0,5.0,36.29,23.57,0.0,0
2025-08-09,119.0,34.39,88.02,18.1,9200.0,522.0,60.0,34.0,210.0,,227.0,370.0,-39.0,14.61,24.9,0.38,2
2025-08-22,268.0,77.45,74.03,18.1,9200.0,381.0,60.0,35.0,150.0,,228.0,370.0,39.0,31.96,26.13,0.44,0
2025-08-30,123.0,35.55,87.98,18.1,9200.0,563.0,60.0,34.0,150.0,,227.0,370.0,-9.0,49.14,22.39,0.66,0
2025-09-04,201.0,58.09,71.97,18.1,9200.0,460.0,60.5,52.8,220.0,,250.0,423.0,-306.0,-34.04,21.04,-0.29,0
2025-09-21,122.0,35.26,87.96,18.1,9200.0,381.0,61.0,35.0,210.0,,227.0,370.0,296.0,-22.93,19.96,0.4,2
2025-09-25,131.0,37.86,87.99,18.1,9200.0,306.0,62.0,37.0,210.0,,226.0,370.0,78.0,-3.5,16.86,0.73,2
